month,level_1,level_2,level_3,value
1979-08,Total International Visitor Arrivals By Country Of Residence,Asia,India,5330.6
1979-08,Total International Visitor Arrivals By Country Of Residence,Asia,Pakistan,1023.4
1979-08,Total International Visitor Arrivals By Country Of Residence,Asia,Sri Lanka,1155.3
1979-08,Total International Visitor Arrivals By Country Of Residence,Europe,United Kingdom,9480.5
1979-08,Total International Visitor Arrivals By Country Of Residence,Europe,Germany,4921.7
1979-08,Total International Visitor Arrivals By Country Of Residence,Europe,France,3522.9
1979-08,Total International Visitor Arrivals By Country Of Residence,Europe,Italy,1866.6
1979-08,Total International Visitor Arrivals By Country Of Residence,Europe,Netherlands,3445.8
1979-08,Total International Visitor Arrivals By Country Of Residence,Europe,Switzerland,1753.9
1979-08,Total International Visitor Arrivals By Country Of Residence,Europe,CIS & Eastern Europe,958.8
1979-08,Total International Visitor Arrivals By Country Of Residence,Americas,USA,10133.5
1979-08,Total International Visitor Arrivals By Country Of Residence,Americas,Canada,1516.5
1979-08,Total International Visitor Arrivals By Country Of Residence,Oceania,Australia,17700.3
1979-08,Total International Visitor Arrivals By Country Of Residence,Oceania,New Zealand,5273.8
1979-09,Total International Visitor Arrivals By Country Of Residence,Asia,ASEAN,79345.4
1979-09,Total International Visitor Arrivals By Country Of Residence,Asia,Japan,22117.3
1979-09,Total International Visitor Arrivals By Country Of Residence,Asia,Hong Kong,5626.3
1979-09,Total International Visitor Arrivals By Country Of Residence,Asia,Taiwan,5163.5
1979-09,Total International Visitor Arrivals By Country Of Residence,Asia,India,5670.5
1979-09,Total International Visitor Arrivals By Country Of Residence,Asia,Pakistan,957.3
1979-09,Total International Visitor Arrivals By Country Of Residence,Asia,Sri Lanka,1214.3
1979-09,Total International Visitor Arrivals By Country Of Residence,Europe,United Kingdom,10004
1979-09,Total International Visitor Arrivals By Country Of Residence,Europe,Germany,4826.5
1979-09,Total International Visitor Arrivals By Country Of Residence,Europe,France,3281.3
1979-09,Total International Visitor Arrivals By Country Of Residence,Europe,Italy,1828.7
1979-09,Total International Visitor Arrivals By Country Of Residence,Europe,Netherlands,3259.4
1979-09,Total International Visitor Arrivals By Country Of Residence,Europe,Switzerland,1645.3
1979-09,Total International Visitor Arrivals By Country Of Residence,Europe,CIS & Eastern Europe,1117.2
1979-09,Total International Visitor Arrivals By Country Of Residence,Americas,USA,9905.4
1979-09,Total International Visitor Arrivals By Country Of Residence,Americas,Canada,1586.4
1979-09,Total International Visitor Arrivals By Country Of Residence,Oceania,Australia,17922.2
1979-09,Total International Visitor Arrivals By Country Of Residence,Oceania,New Zealand,5088
1979-10,Total International Visitor Arrivals By Country Of Residence,Asia,ASEAN,78494
1979-10,Total International Visitor Arrivals By Country Of Residence,Asia,Japan,22773.9
1979-10,Total International Visitor Arrivals By Country Of Residence,Asia,Hong Kong,5899.5
1979-10,Total International Visitor Arrivals By Country Of Residence,Asia,Taiwan,4730.9
1979-10,Total International Visitor Arrivals By Country Of Residence,Asia,India,5603.7
1979-10,Total International Visitor Arrivals By Country Of Residence,Asia,Pakistan,1125.1
1979-10,Total International Visitor Arrivals By Country Of Residence,Asia,Sri Lanka,989.4
1979-10,Total International Visitor Arrivals By Country Of Residence,Europe,United Kingdom,10255.5
1979-10,Total International Visitor Arrivals By Country Of Residence,Europe,Germany,5437.1
1979-10,Total International Visitor Arrivals By Country Of Residence,Europe,France,3306.9
1979-10,Total International Visitor Arrivals By Country Of Residence,Europe,Italy,1921.1
1979-10,Total International Visitor Arrivals By Country Of Residence,Europe,Netherlands,3558.8
1979-10,Total International Visitor Arrivals By Country Of Residence,Europe,Switzerland,1474
1979-10,Total International Visitor Arrivals By Country Of Residence,Europe,CIS & Eastern Europe,958.5
1979-10,Total International Visitor Arrivals By Country Of Residence,Americas,USA,10276.3
1979-10,Total International Visitor Arrivals By Country Of Residence,Americas,Canada,1439.5
1979-10,Total International Visitor Arrivals By Country Of Residence,Oceania,Australia,15893.7
1979-10,Total International Visitor Arrivals By Country Of Residence,Oceania,New Zealand,5187.9
1979-11,Total International Visitor Arrivals By Country Of Residence,Asia,ASEAN,79852.8
1979-11,Total International Visitor Arrivals By Country Of Residence,Asia,Japan,23077.4
1979-11,Total International Visitor Arrivals By Country Of Residence,Asia,Hong Kong,5692
1979-11,Total International Visitor Arrivals By Country Of Residence,Asia,Taiwan,4998.7
1979-11,Total International Visitor Arrivals By Country Of Residence,Asia,India,5803.4
1979-11,Total International Visitor Arrivals By Country Of Residence,Asia,Pakistan,826.5
1979-11,Total International Visitor Arrivals By Country Of Residence,Asia,Sri Lanka,1086.7
1979-11,Total International Visitor Arrivals By Country Of Residence,Europe,United Kingdom,11171.6
1979-11,Total International Visitor Arrivals By Country Of Residence,Europe,Germany,5969.7
1979-11,Total International Visitor Arrivals By Country Of Residence,Europe,France,3189.4
1979-11,Total International Visitor Arrivals By Country Of Residence,Europe,Italy,1979.3
1979-11,Total International Visitor Arrivals By Country Of Residence,Europe,Netherlands,3811.3
1979-11,Total International Visitor Arrivals By Country Of Residence,Europe,Switzerland,1871.2
1979-11,Total International Visitor Arrivals By Country Of Residence,Europe,CIS & Eastern Europe,916
1979-11,Total International Visitor Arrivals By Country Of Residence,Americas,USA,9934.1
1979-11,Total International Visitor Arrivals By Country Of Residence,Americas,Canada,1653.4
1979-11,Total International Visitor Arrivals By Country Of Residence,Oceania,Australia,14928.8
1979-11,Total International Visitor Arrivals By Country Of Residence,Oceania,New Zealand,5023.6
1979-12,Total International Visitor Arrivals By Country Of Residence,Asia,ASEAN,78371
1979-12,Total International Visitor Arrivals By Country Of Residence,Asia,Japan,22668
1979-12,Total International Visitor Arrivals By Country Of Residence,Asia,Hong Kong,6069.4
1979-12,Total International Visitor Arrivals By Country Of Residence,Asia,Taiwan,4642.8
1979-12,Total International Visitor Arrivals By Country Of Residence,Asia,India,5771.3
1979-12,Total International Visitor Arrivals By Country Of Residence,Asia,Pakistan,938.5
1979-12,Total International Visitor Arrivals By Country Of Residence,Asia,Sri Lanka,1085.9
1979-12,Total International Visitor Arrivals By Country Of Residence,Europe,United Kingdom,9719.7
1979-12,Total International Visitor Arrivals By Country Of Residence,Europe,Germany,5151.7
1979-12,Total International Visitor Arrivals By Country Of Residence,Europe,France,3490
1979-12,Total International Visitor Arrivals By Country Of Residence,Europe,Italy,2190.1
1979-12,Total International Visitor Arrivals By Country Of Residence,Europe,Netherlands,4151
1979-12,Total International Visitor Arrivals By Country Of Residence,Europe,Switzerland,1593.6
1979-12,Total International Visitor Arrivals By Country Of Residence,Europe,CIS & Eastern Europe,1192.1
1979-12,Total International Visitor Arrivals By Country Of Residence,Americas,USA,10549.6
1979-12,Total International Visitor Arrivals By Country Of Residence,Americas,Canada,1606
1979-12,Total International Visitor Arrivals By Country Of Residence,Oceania,Australia,15920.7
1979-12,Total International Visitor Arrivals By Country Of Residence,Oceania,New Zealand,5210.8
1980-01,Total International Visitor Arrivals By Country Of Residence,Asia,ASEAN,81152.1
1980-01,Total International Visitor Arrivals By Country Of Residence,Asia,Japan,24130.8
1980-01,Total International Visitor Arrivals By Country Of Residence,Asia,Hong Kong,5858.8
1980-01,Total International Visitor Arrivals By Country Of Residence,Asia,Taiwan,4779
1980-01,Total International Visitor Arrivals By Country Of Residence,Asia,India,6106.8
1980-01,Total International Visitor Arrivals By Country Of Residence,Asia,Pakistan,904.4
1980-01,Total International Visitor Arrivals By Country Of Residence,Asia,Sri Lanka,1118.8
1980-01,Total International Visitor Arrivals By Country Of Residence,Europe,United Kingdom,10457.5
1980-01,Total International Visitor Arrivals By Country Of Residence,Europe,Germany,5221.2
1980-01,Total International Visitor Arrivals By Country Of Residence,Europe,France,3576.1
1980-01,Total International Visitor Arrivals By Country Of Residence,Europe,Italy,1995.4
1980-01,Total International Visitor Arrivals By Country Of Residence,Europe,Netherlands,3728.1
1980-01,Total International Visitor Arrivals By Country Of Residence,Europe,Switzerland,1566.4
1980-01,Total International Visitor Arrivals By Country Of Residence,Europe,CIS & Eastern Europe,878.6
1980-01,Total International Visitor Arrivals By Country Of Residence,Americas,USA,10338.3
1980-01,Total International Visitor Arrivals By Country Of Residence,Americas,Canada,1478.8
1980-01,Total International Visitor Arrivals By Country Of Residence,Oceania,Australia,19843.4
1980-01,Total International Visitor Arrivals By Country Of Residence,Oceania,New Zealand,5068.2
1980-02,Total International Visitor Arrivals By Country Of Residence,Asia,ASEAN,84881.5
1980-02,Total International Visitor Arrivals By Country Of Residence,Asia,Japan,22870.5
1980-02,Total International Visitor Arrivals By Country Of Residence,Asia,Hong Kong,6741.3
1980-02,Total International Visitor Arrivals By Country Of Residence,Asia,Taiwan,4325.5
1980-02,Total International Visitor Arrivals By Country Of Residence,Asia,India,6125.7
1980-02,Total International Visitor Arrivals By Country Of Residence,Asia,Pakistan,1009.8
1980-02,Total International Visitor Arrivals By Country Of Residence,Asia,Sri Lanka,1264
1980-02,Total International Visitor Arrivals By Country Of Residence,Europe,United Kingdom,10739.8
1980-02,Total International Visitor Arrivals By Country Of Residence,Europe,Germany,5635.9
1980-02,Total International Visitor Arrivals By Country Of Residence,Europe,France,3056.9
1980-02,Total International Visitor Arrivals By Country Of Residence,Europe,Italy,2201.4
1980-02,Total International Visitor Arrivals By Country Of Residence,Europe,Netherlands,3709.8
1980-02,Total International Visitor Arrivals By Country Of Residence,Europe,Switzerland,1749.1
1980-02,Total International Visitor Arrivals By Country Of Residence,Europe,CIS & Eastern Europe,934
1980-02,Total International Visitor Arrivals By Country Of Residence,Americas,USA,11357.9
1980-02,Total International Visitor Arrivals By Country Of Residence,Americas,Canada,1855.7
1980-02,Total International Visitor Arrivals By Country Of Residence,Oceania,Australia,20287.1
1980-02,Total International Visitor Arrivals By Country Of Residence,Oceania,New Zealand,5172.3
1980-03,Total International Visitor Arrivals By Country Of Residence,Asia,ASEAN,81978.3
1980-03,Total International Visitor Arrivals By Country Of Residence,Asia,Japan,23377.2
1980-03,Total International Visitor Arrivals By Country Of Residence,Asia,Hong Kong,6520.7
1980-03,Total International Visitor Arrivals By Country Of Residence,Asia,Taiwan,4706.2
1980-03,Total International Visitor Arrivals By Country Of Residence,Asia,India,6453.9
1980-03,Total International Visitor Arrivals By Country Of Residence,Asia,Pakistan,1039.5
1980-03,Total International Visitor Arrivals By Country Of Residence,Asia,Sri Lanka,1248.8
1980-03,Total International Visitor Arrivals By Country Of Residence,Europe,United Kingdom,10502.9
1980-03,Total International Visitor Arrivals By Country Of Residence,Europe,Germany,5635.8
1980-03,Total International Visitor Arrivals By Country Of Residence,Europe,France,3447.2
1980-03,Total International Visitor Arrivals By Country Of Residence,Europe,Italy,2227.7
1980-03,Total International Visitor Arrivals By Country Of Residence,Europe,Netherlands,4135
1980-03,Total International Visitor Arrivals By Country Of Residence,Europe,Switzerland,2005.2
1980-03,Total International Visitor Arrivals By Country Of Residence,Europe,CIS & Eastern Europe,969
1980-03,Total International Visitor Arrivals By Country Of Residence,Americas,USA,11035.6
1980-03,Total International Visitor Arrivals By Country Of Residence,Americas,Canada,1688.4
1980-03,Total International Visitor Arrivals By Country Of Residence,Oceania,Australia,19075.1
